1166500436569837568,2019-08-27 23:59:11,b'Vaksinasi berguna untuk menjaga kesehatan kucing dan menghindari dari berbagai penyakit.',,,,b'Diataskepalamu^^',b'Info Kucing',b'InfoMeong',0,0
1166499139019915264,2019-08-27 23:54:01,"b'@alfiarnimakhtaf @na_dirs Ibnu Rusyd adalah guru dari semua dokter dunia, bahkan alat alat bedah tubuh manusia abad sekarang masih mengadopsi dari Ibnu Rusyd.\nAdapun vaksin sudah ada dimasa abasiah'",,,,"b'Makassar, Indonesia'",b'Nur Kholiq486',b'kholiq486',0,0
1166497854577238016,2019-08-27 23:48:55,b'@animalfess Virus. Pernah punya kucing yg gini juga. Susah sih kalau virus. Mitigasi nya kasih makan dan minum nya yg bersih. Lingkungannya dijaga. Vaksin jangan lupa.',,,,b'Bandung',b'M. Iqbal Tawakkal',b'miqbltwkkl',0,0
1166486932458635264,2019-08-27 23:05:31,"b'Sayangku abis imunisasi campak. Trus badannya agak panas gituu sambil nangis\xc2\xb2. Dikasih boneka Grizzly We Bare Bears dari miniso, pules banget tidurnya.\n.\nJimat syahid : Boneka Grizzly We Bare Bears https://t.co/FHeMK6jONe'",,,,b'Indonesia',b'Muhammad Isa',b'Isaabdillah29',0,0
1166483087309459456,2019-08-27 22:50:14,"b'@kholiq486 @na_dirs Sepakat.  Kemudian peradaban diruntuhkan lagi oleh kaum takfiri, pemuja sistem khilafah, anti vaksin, anti dunia medis s/d anti segitiga dan lambang + \xf0\x9f\x98\x82\xf0\x9f\xa4\xad'",,,,b'INDONESIA',b'Alfi Arni',b'alfiarnimakhtaf',0,0
1166465457152376833,2019-08-27 21:40:11,b'@noffret Tentu saja lebih baik kucing kesayangan yang telah di steril dan di vaksin lengkap oleh dokter hewan. Mas hoed',,,,"b'Blitar, Jawa Timur'",b'cahyo prihatmiko',b'cahyopmiko',0,0
1166438193236832256,2019-08-27 19:51:51,"b'saking ga pernah keluar malem,mpe kaget kemarn pas plg vaksin azel liat blok rumah paling ujung dikasih lampu kelap kelip 17an'",,,,b'',b'endell',b'dyahayuuusw',0,0
1166422035016273920,2019-08-27 18:47:38,"b'Twitter please do your magic \nTolong info buat area bintaro sama jaksel \nDokter hewan buat vaksin yg murah dimana? Kucing sy cacingan, td muntah keluar cacing \xf0\x9f\x98\xad\xf0\x9f\x98\xad \nGara2 belum di vaksin \xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\nTerimakasihh'",,,,"b'DKI Jakarta, Indonesia'",b'sugar baby \xf0\x9f\x8d\xa5',b'ttatamalia',0,0
1166410158248882176,2019-08-27 18:00:27,b'@501Awani takde ke vaksin yang boleh cegah bodoh ? \xf0\x9f\xa4\x94',,,,b'',b'Muhamad Hassani',b'muhamadhassani_',0,0
1166401423191375872,2019-08-27 17:25:44,"b'Alhamdulillah,,,\nmasih edisi sakit,,\nmaaciw mamak2 imunisasi \xf0\x9f\x98\x98\nSudah menjenguk dan mendoakan aq, kompak selalu ia \n.\n.\n#selautersenyum #selalubersyukur #selalubahagia #selaluberdoa #edisisakit  #fun #smile #pretty\xe2\x80\xa6 https://t.co/wJpKxAl3EB'",,,,"b'\xc3\x9cT: -6.277315,106.902605'",b'mutiah el-dumyati',b'princessmutiah',0,0
1166397361121185794,2019-08-27 17:09:36,b'@senja_guruh Waktu imunisasi salah Suntik \xf0\x9f\x98\xad',,,,"b'Bandar Lampung, Lampung'",b'Siluman \xf0\x9f\x98\x88',b'massugii48',0,0
1166397182418669568,2019-08-27 17:08:53,b'@DMenfess pengen sih tp gue suntik vaksin aja udh jejeritan di sekolah hhhhh',,,,b'kasur',b'val',b'cakwegurl',0,0
1166396810727833600,2019-08-27 17:07:24,b'@belauved_ Bukannya imunisasi',,,,"b'Mojokerto, Jawa Timur'",b'Vianadv',b'vianandravani',0,0
1166395811447468033,2019-08-27 17:03:26,"b'@hwanghyeonzin GINI!! KETIKA AKU KECIL SELALU DIBERI ASI, MAKANAN BERGIZI DAN IMUNISASI \xf0\x9f\x98\x83\xf0\x9f\x91\x8d'",,,,b'CUMA MILIK D I R G A',b'K E N T A [ KALEM MODE ON ]',b'kentagoreng',0,0
1166392692021968896,2019-08-27 16:51:02,b'@mmartabakcoklat iya ada yg cair khusus kitten gitu..tapi buat adult cat juga bisa\n hmm gatau di petshop lain ada apa engga\nkalo vaksin pertama &gt; kedua beda sebulan nah lanjut vaksin kedua &gt; ketiga jaraknya setahun..',,,,b'\xe2\x9d\xa3\xef\xb8\x8fJOG - JKT',b'vel.',b'ywslah',0,0
1166391048869830657,2019-08-27 16:44:31,b'Penyakit Demam Tifoid Bisa Dicegah dengan Vaksin | Serpong Update https://t.co/Dv0d8OsQLp',,,,b'Tangerang Selatan',b'@serpongupdate.com',b'serpong_update',0,0
1166390901553287168,2019-08-27 16:43:56,"b'@kegblgnunfaedah bunda, inilah pentingnya vaksin biar anaknya kebal dari virus barbar :)'",,,,b'Makassar',b'Ince Ima',b'imima___',0,0
1166389900796514304,2019-08-27 16:39:57,"b'@sasakookk Iya ih anjirlah lucu pisan sampe ngga bisa menahan kegemasan sampe kram, keseringan di imunisasi jadi lincah siga kutu loncat'",,,,b'',b'NAMU',b'nabilattae',0,0
1166388729025400842,2019-08-27 16:35:18,b'baru deh di steril induknya. dan anaknya kalo mau dikasih untuk diadopsi orang lain gapapa. yang penting jangan lupa di vaksin juga. di cek kesehatan ke dokter.',,,,b'NCT/JKT48/5SOS',b'yis loves yuthe',b'837pagi',0,0
1166387830957830144,2019-08-27 16:31:43,b'anak kecil balita batita batuta BAYI imunisasi campak polio difteri gemes bgt mau aku kunyah \xe2\x98\xb9\xef\xb8\x8f\xe2\x98\xb9\xef\xb8\x8f\xe2\x98\xb9\xef\xb8\x8f\xe2\x98\xb9\xef\xb8\x8f https://t.co/QJxS7KnY6R',,,,b'Earth 616',b'anel',b'prvgst',0,0
1166385784351416320,2019-08-27 16:23:36,b'@ustadtengkuzul Tolol lu di dah imunisasi',,,,b'',b'Jodi Amertha',b'AmerthaJodi',0,0
1166384704213274624,2019-08-27 16:19:18,b'@captaeinz itu iklan imunisasi itu loh',,,,b'nondat ; @eberglou',b'pacoy',b'm1lyhya',0,0
1166383056250212352,2019-08-27 16:12:45,b'@rinichan02 @Imnida03 Di tambah RS beli vaksin palsu dr silisa. Wkwkw',,,,b'Indonesia',b'Jampang VS gabener Jahiliyah',b'putra_bisma12',0,0
1166377292295098369,2019-08-27 15:49:51,b'@hanannis Imunisasi mbak?',,,,b'',b'Adi',b'richardusadis',0,1
1166376871635775489,2019-08-27 15:48:11,b'Ini pas abis imunisasi sama dokter @dyonisusx dan @aIferous nih. Kael-nya nangis krn demam \xf0\x9f\x92\x9c https://t.co/RCQfoS2CID',,,,b'Contact Person-upfoll @cobxh',b'Rana #HappySejeongDay jfb!',b'jixsooyya',0,1
1166375957021614089,2019-08-27 15:44:33,b'@Cslingong Selama 19 tahun gua juga belom pernah ngerasain pingsan kebal banget ya vaksin ditubuh gua',,,,b'South tangerang city',b'hannasetiawati',b'hannasetiawati3',0,0
1166374626856800257,2019-08-27 15:39:15,b'@animalfess Sudah steril atau vaksin belum Kak.',,,,b'Jakarta Capital Region',b'Catrescue.id',b'catrescuedotid',0,0
1166372132785254400,2019-08-27 15:29:21,"b'@cloudsazure Jangan lupa imunisasi ya bun, milnanya jangan dihabisin sama bundanya mulu wkwkwk'",,,,b'',b'Diasitoner',b'sachiko_mini',0,0
1166372018813464582,2019-08-27 15:28:54,b'ini tangan sebelah kiri kok masih rada pegel abis vaksin kalo dipake bertumpu',,,,b'',b'Cek pin yaaaa \xf0\x9f\x93\x8c Help RT',b'IsmarisLaila',0,0
1166369933451644928,2019-08-27 15:20:36,b'Gw kira dulu digebukan anak STM itu hal paling buruk dan nyakitin\nTernyata ngeliat anak nangis garagara disuntik vaksin itu lebih nyakitin',,,,"b'Setia Budi, Indonesia'",b'Arka_rara',b'rara_arka',0,0
1166367810815021062,2019-08-27 15:12:10,"b'@ShoutOut3Sub ""Tenang, saya sudah punya imunisasi buat yang galak-galak""'",,,,b'',b'Aretha.',b'urhiraeth',0,0
1166365458791989248,2019-08-27 15:02:50,b'@ywslah Oiyaaa. Tiap 3 bulan. Tapi aku baca baca tablet gitu. Ada yg cair yaa? Aku make yg cair aja deh. Kasian kalo yg engga \xe2\x98\xb9 Kalo vaksin itu apa ajasih?  Trus berapa bulan sekali atau setahun sekali?',,,,"b'Surakarta, Jawa Tengah'",b'Zei.',b'mmartabakcoklat',0,0
1166363669334126592,2019-08-27 14:55:43,b'Vaksin utk penyakit hati ialah\nSYUKURRR',,,,b'Malaysia',b'\xd9\x86\xd9\x88\xd8\xb1\xd9\x87\xd8\xaf\xd8\xa7\xd9\x8a\xd8\xa9 \xd8\xb9\xd8\xa7\xd8\xb4\xd9\x82\xd9\x8a\xd9\x86',b'Miss_ShyQiN',0,0
1166361808992686085,2019-08-27 14:48:19,b'@RYLxEUNHA @RYLxKAI booster sebulan lagi nanti baru setahun sekali saya kasi yang rabies\nyang vaksin pertama buat distemper dulu ya',,,,b'non-dating',b'(h)anna',b'RYLxJESSIE',0,0
1166361079968088065,2019-08-27 14:45:26,b'@RYLxKAI gak gak\nlo belum vaksin',,,,b'non-dating',b'(h)anna',b'RYLxJESSIE',0,0
1166360831828905985,2019-08-27 14:44:26,b'@noofitha Harus air anget ya?:( Ku ngeri infeksi umur segitu belum mulai vaksin soalnya:(',,,,b'no locals. stan twt only',b'necil',b'byuIroo',0,0
1166358968526151680,2019-08-27 14:37:02,b'Nasi apa yang sangat disarankan untuk bayi di bawah 6 bulan?\n\nVaksin Nasi :3',,,,b'',b'\xd0\xa0\xd0\xbe\xd0\xb7\xd0\xb0',b'Mudraglava80',0,0
1166354782786850817,2019-08-27 14:20:24,b'@askmenfess Hmm kirakira 19 tahun yg lalu buat Vaksin',,,,b'',b'Moondust',b'grdtha',0,0
1166348020205740034,2019-08-27 13:53:32,b'Lately ni suka betul nak hantar kucing pergi klinik vaksin lah bagi vitamin lah cucuk ubat bulu lah .',,"Place(_api=<tweepy.api.API object at 0x0000020757AA1F98>, id='cc3b24a6eb9f8c89', url='https://api.twitter.com/1.1/geo/id/cc3b24a6eb9f8c89.json', place_type='city', name='Tebrau', full_name='Tebrau, Johor', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020757AA1F98>, type='Polygon', coordinates=[[[103.6521835, 1.4946233], [103.8255692, 1.4946233], [103.8255692, 1.6699725], [103.6521835, 1.6699725]]]), attributes={})",,b'',b'eii budak amre ni',b'EiiBudakAmreNii',0,0
1166347560220409856,2019-08-27 13:51:42,b'@BNGPY @ustadtengkuzul Dia imunisasi di kasih apaan si? Aer comberan?',,,,"b'Jakarta Selatan, DKI Jakarta'",b'akuadalah',b'angsaadarat',0,0
1166345873636216832,2019-08-27 13:45:00,"b'@firddaeng Ayo jengg siapa disana jengg, yaampun ini binnie juga kalo imunisasi suka pura pura pingsan, memang ya ank ank jmn skrng \xf0\x9f\x98\x96\xf0\x9f\x98\xa9'",,,,b'HARTA TAHTA SOOBIN-A',"b""jeje as binne's buna""",b'Soobuna',0,0
1166345298592976897,2019-08-27 13:42:43,b'Apa yg aku perasan pada diriku ini kann aku takkan cium anak org luar even aku dukung kee usap kepala diaa sbb dlm pale otak aku dia anak org and klau ad ap2 aku takk nakk disalahkan lol. Mne tahu baby tu tak amek vaksin ke.haha. Klau anak buah aku mmng penyek lahh pipi',,"Place(_api=<tweepy.api.API object at 0x0000020757AA1F98>, id='59e757bb93090b8c', url='https://api.twitter.com/1.1/geo/id/59e757bb93090b8c.json', place_type='city', name='Plentong', full_name='Plentong, Johor', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020757AA1F98>, type='Polygon', coordinates=[[[103.7014313, 1.4264073], [103.9747568, 1.4264073], [103.9747568, 1.6244], [103.7014313, 1.6244]]]), attributes={})",,"b'Batu Pahat, Johor'",b'Iraaaaaa',b'ira_nfnr',0,1
1166345132146188288,2019-08-27 13:42:03,"b'Ayo mutualan jeng biar kenal \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad aduh sama nih jeng, aku gak lupa sih cuma si njun ngumpet di kamar mandi pas mau imunisasi \xf0\x9f\x98\x9e https://t.co/HLmnCq4VgQ'",,,,b'\xeb\xaa\xa8\xec\x95\x84 \xe2\x80\xa2 \xec\x95\x84\xeb\xaf\xb8 ',b'\xf0\x9d\x91\x93\xf0\x9d\x91\x96\xf0\x9d\x91\x9f\xf0\x9d\x91\x91 \xe2\x9c\xa8',b'firddaeng',0,0
1166345040131698688,2019-08-27 13:41:41,b'yah beginilah kalo anak lupa di imunisasi pas kecil https://t.co/3UG4vQON4g',,,,b'',b'`cendy',b'bbyhanwoos',0,0
1166342825098670081,2019-08-27 13:32:53,b'Masyaallah jeng gatau kita ga kenal tapi aju ngakak jeng \xf0\x9f\x98\xad\xf0\x9f\x98\xad aku jd lupa jadwal imunisasi anak:(( https://t.co/uiw4OmhAZM',,,,b'HARTA TAHTA SOOBIN-A',"b""jeje as binne's buna""",b'Soobuna',0,0
1166342098825699329,2019-08-27 13:30:00,"b'Kamu lebih sayang yang mana nih? Jangan-jangan #kochengoren\xf0\x9f\x98\xb6 \n\nKalau emang sayang, yuk bawa mereka ke Yogya Sunda pada 7 September 2019! Ada vaksin rabies &amp; medical checkup gratis lho untuk setiap pembelian produk tertentu~\n\n#HanyaDiYogya #YOGYAGROUP #Vaksin https://t.co/qQ9mXkDnHP'",,,,"b'Bandung, Jawa Barat'",b'YOGYA GROUP',b'info_yogyagroup',0,0
1166340332444946432,2019-08-27 13:22:59,b'Goblok. Makanya kalo kecil jgn bolos imunisasi. https://t.co/ZNmZQLhfKQ',,,,b'',b'Jody Bramantyo',b'jodybram',0,0
1166340167889641472,2019-08-27 13:22:20,"b'@juwahorlicks @ftnshfq Jangan risau maybe laki2 semua tu tak cucuk vaksin kut, tu jd mcm tu. Saya bg pihak lelaki minta maaf jika mereka berbuat demikian pada awak. Semoga awk jmpa the right one someday, best of luck \xf0\x9f\x91\x8d'",,,,"b""Izati's heart \xe2\x9d\xa4\xef\xb8\x8f""",b'Mr.Pepperoni \xf0\x9f\x98\x8b',b'mahdalurizan',0,0
1166339134857732097,2019-08-27 13:18:13,b'Evan memberi raje vaksin.',,,,b'',b'Renjun \xe3\x85\xa1 Evan #WE_BOOM',b'drecmies',0,0
1166338620728303616,2019-08-27 13:16:11,b'Gemes banget kalau MOA udah nyebut dirinya sendiri sebagai bundanya anak txt : ( serasa lagi imunisasi di posyandu Big Hit',,,,b'\xeb\xaa\xa8\xec\x95\x84 \xe2\x80\xa2 \xec\x95\x84\xeb\xaf\xb8 ',b'\xf0\x9d\x91\x93\xf0\x9d\x91\x96\xf0\x9d\x91\x9f\xf0\x9d\x91\x91 \xe2\x9c\xa8',b'firddaeng',0,0
1166335336667963392,2019-08-27 13:03:08,b'Pernah ga sih waktu sd lg imunisasi trs pd bilang kalo suntikannya ank kls 5 sm 6 jarum nya lbh panjang trs katanya smpe nusuk tulang. Dulu aku percaya ky gt.',,,,b'',b'kakiku.dua',b'lalatdipager',0,1
1166334470879735808,2019-08-27 12:59:41,b'@LordRio82 Kui cilike wayah imunisasi malah di jak tandur pari gedene ngono kui.',,,,"b'Ambarawa, Indonesia'",b'Hensen',b'hensen__',0,0
1166334290348478464,2019-08-27 12:58:58,b'Ini antara kebaikan tidur dalam gelap yang mungkin korang tak tahu\n\n1. Tidur lebih nyenyak &amp; berkualiti\n2. Mengurangkan stress\n3. Menstabilkan emosi\n4. Meningkatkan sistem imunisasi badan\n5. Menurunkan risiko depresi',,,,b'',b'FlewPillow',b'FlewPillow',18,13
1166332113504722946,2019-08-27 12:50:19,"b'@iqizzyou Masa first and second vaksin dia deman.. Lepas tu dah ok.. First vaksin bulan berapa eh? Tak ingat... Anak last vaksin 2 tahun, lepas tu dah takde.. Moga anak hang celat sihat. \xe2\x98\xba\xef\xb8\x8f'",,,,b'Malaysia',b'Arshad Ariff',b'arshadariff_',0,0
