1166126576611680256,2019-08-26 23:13:36,"b'Walaupun saya senang #IbuKotaBaru akhirnya dipilih kaltim, kekhawatiran saya cuman satu pak @jokowi yaitu NYAMUK, tolong nanti asn yg pindah ke kaltim di vaksin anti malaria dulu \xf0\x9f\x98\x81'",,,,"b'Muara Ancalong, Indonesia '",b'IKN Samboja',b'Musangk',0,1
1166125259650564096,2019-08-26 23:08:22,"b'@anonapostate @zoelfick benar, resiko mudorot lbh tinggi.\nuntungnya sadar sblm punya anak. kelak kalo sdh punya,anak2ku harus ikut semua vaksin.\nmreka cerdas, sebarkan isu kalo merusak suatu negara itu hrs dgn vaksin, tp sbnarnya, dgn antivaksin itulah mreka merusak negara.'",,,,"b'Malang, Jawa Timur'",b'mutmainah',b'mutmain73731922',0,0
1166117672536432640,2019-08-26 22:38:13,b'7050-an Siswa SD/ MI Sederajat di Kota Madiun Jalani Imunisasi BIAS Campak - madiuntoday https://t.co/GXAHztTE30 #madiun',,,,b'Madiun',b'Sekilas Madiun',b'sekilasMadiun',0,0
1166116217716785152,2019-08-26 22:32:26,b'@Felsluvbaekhyun @ustadxiumin @real__dinna @yeollana @pengabdinana @jjaerimm @absjunmyeon @SehunFangirls @lusicayoon @pochabear @bayikkancil @Ohkim0ng @gugujaem @whiteblove12 @AnnisaNurls @byunlight19 @lesp_26 @93nonuuu @xiuniverse__ @capricornsquad YAAMPUNNN KAGET AKU TUH BANYAK BANGET NOTIFNYAA SEMALEM DAH BOBO AKU ABIS DI SUNTIK VAKSIN',,,,b'',b'Ismar',b'IsmarisLaila',0,0
1166075661737267201,2019-08-26 19:51:17,b'Jadi untuk kalian yg punya kucing atau anjing tolong di vaksin dan di steril ya untuk meminimalisir peliharaan kalian terjangkit penyakit',,,,"b'UT: -6.889798,105.635073'",b'Ario Al Ghifari',b'GGhifari_',0,0
1166069708627427329,2019-08-26 19:27:37,"b'@rcfeby setdah sabar banget lu. gue kalo jadi lu mah ngamuk2 wkwkwkwk. sabar yak, kayanye baru permulaan aje ini mah. nyinyiran selanjutnye u knowlah kayak gimane. masalah susu, vaksin, pola asuh, entar bakal dinyinyirin &gt;,&lt;'",,,,b'Jakarta',b'Irvina Lioni',b'irvinalioni',0,0
1166068722957635584,2019-08-26 19:23:42,"b'Untuk mencegah terkena virus ini kucing kalian bisa di vaksin di petshop yg nyediain dokter hewan,murah kok cuma 200an'",,,,"b'UT: -6.889798,105.635073'",b'Ario Al Ghifari',b'GGhifari_',0,0
1166062304649043968,2019-08-26 18:58:12,"b'Kamu hidup hanya satu kali, tapi jika kamu melakukannya dengan benar, sekali juga cukup #imunisasi Titi_KamaLL'",,,,"b'Tanah Abang, DKI Jakarta'",b'aimma',b'kiutbebi',0,0
1166062232251162624,2019-08-26 18:57:55,"b'@day6xbrian ((lagi musim juga loh oppa, rajin2 vaksin jangan lupa opp))'",,,,b'',b'myoui mina',b'Twminaring',0,0
1166057271937257472,2019-08-26 18:38:12,"b'tb tb pengen ngetatto, untung dulu imunisasi aja takut. hehe'",,,,b'',b'sadcanbefun.',b'boywhocryyy',0,1
